ID,Name in English,Countries,Country codes alpha 3,ISO639-3 codes,Degree of endangerment,Alternate names,Name in the language,Number of speakers 2024,Sources,Latitude,Longitude,Description of the location
2607,Paulohi,Indonesia,IDN,plh,Critically endangered,,,50,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-3.2721,128.757,"Seram Island, Maluku"
1529,Potawatomi (Kansas),United States of America,USA,pot,Critically endangered,,,50,,39.3251,-95.8495,"Hannahville Indian Community of the Michigan upper peninsula, the Pokagon and Huron Bands of southern Michigan, the Forest County Band of northern Wisconsin, the Prairie Band of eastern Kansas, and the Citizen Potawatomi Nation of Oklahoma; a few speakers on the Walpole Island Reserve in Ontario, Canada."
272,Potawatomi (Michigan),United States of America,USA,pot,Critically endangered,,,50,,45.0269,-84.1992,"Hannahville Indian Community of the Michigan upper peninsula, the Pokagon and Huron Bands of southern Michigan, the Forest County Band of northern Wisconsin, the Prairie Band of eastern Kansas, and the Citizen Potawatomi Nation of Oklahoma; a few speakers on the Walpole Island Reserve in Ontario, Canada."
1531,Potawatomi (Oklahoma),United States of America,USA,pot,Critically endangered,,,50,,35.3135,-96.9255,"Hannahville Indian Community of the Michigan upper peninsula, the Pokagon and Huron Bands of southern Michigan, the Forest County Band of northern Wisconsin, the Prairie Band of eastern Kansas, and the Citizen Potawatomi Nation of Oklahoma; a few speakers on the Walpole Island Reserve in Ontario, Canada."
1530,Potawatomi (Wisconsin),United States of America,USA,pot,Critically endangered,,,50,,45.5601,-88.83,"Hannahville Indian Community of the Michigan upper peninsula, the Pokagon and Huron Bands of southern Michigan, the Forest County Band of northern Wisconsin, the Prairie Band of eastern Kansas, and the Citizen Potawatomi Nation of Oklahoma; a few speakers on the Walpole Island Reserve in Ontario, Canada."
2609,Salas,Indonesia,IDN,sgu,Severely endangered,Salas Gunung,,50,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-3.135,130.5505,"Seram Island, Maluku"
1000,Samray,"Cambodia, Thailand","KHM, THA",smu,Critically endangered,Chong,,50,Fieldwork (2008),13.685,101.5931,
312,Sapé,Venezuela (Bolivarian Republic of),VEN,spc,Critically endangered,Kaliana,,50,"Mosonyi and Mosony (2008), 'Manual de lenguas indígenas de Venezuela'",5.0033,-63.5449,"State of Bolívar, Venezuela (southwest of Auyan Tepuy)."
1363,Sentilese,India,IND,std,Critically endangered,,,50,,11.5446,92.2576,"Andaman Islands, North Sentinel Island"
2268,Sian,Malaysia,MYS,spg,Severely endangered,,,50,2000,2.3854,114.3354,"Sarawak, Malaysia"
2652,Tambotalo,Vanuatu,VUT,tls,Severely endangered,,,50,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-15.4655,167.1027,Inland southeast Santo Islands
159,Tanacross,United States of America,USA,tcb,Critically endangered,,,50,"Golla et al. ms.
Krauss 2007",64.2159,-145.9643,the middle Tanana River of central Alaska
160,Tanaina,United States of America,USA,tfn,Severely endangered,Dena'ina,,50,Krauss 2007,63.3422,-148.8647,
2137,Tanimbili,Solomon Islands,SLB,tbe,Severely endangered,Nyisunggu,,50,"Tryon & Hackman 1983, Moseley 2008",-11.2935,166.5211,Utupua
243,Warumungu,Australia,AUS,wrm,Severely endangered,Warramunga.,,50,,-19.5183,133.9453,
943,Zapotec of San Felipe Tejalapan,Mexico,MEX,ztt,Critically endangered,tizá,,50,"Contributor:
Thomas C. Smith-Stark",17.1099,-96.8539,Municipality of San Felipe Tejalapan
2128,Tench,Papua New Guinea,PNG,tns,Critically endangered,Tenis,,49,Grimes 2000,-1.6394,150.6939,New Ireland Province
213,Mudburra,Australia,AUS,mwd,Severely endangered,"Mudbura, Mutpurra, Karranga, Pinkangama.",,48,,-16.9727,131.77,
226,Nunggubuyu,Australia,AUS,nuy,Severely endangered,"Wubuy, Nunggubuju, Yingkwira.",,44,,-13.8807,135.725,
2095,Dumun,Papua New Guinea,PNG,dui,Critically endangered,,,42,Grimes 2000,-5.5421,146.0906,Madang Province
22,Kudu-Camo,Nigeria,NGA,kov,Critically endangered,"Kudu, Camo",,42,"Roger Blench, Bross, Ethnologue",11.0166,8.8879,
2136,Asumboa,Solomon Islands,SLB,aua,Severely endangered,Asumbuo,,40,Tryon & Hackman 1983,-11.2982,166.4868,Utupua
172,Bunuba,Australia,AUS,bck,Severely endangered,"Bunaba, Punapa",,40,,-17.8951,125.7495,
2024,Chamacoco,"Brazil, Paraguay","BRA, PRY",ceg,Critically endangered,,,40,,-23.0595,-55.6127,
182,Garrwa,Australia,AUS,gbc,Severely endangered,"Garawa, Karawa, Leearrawa, Gaarwa, Garrwa.  Dialects: Wanji (Wainyi, Waanyi)",,40,,-17.1197,137.6806,
2076,Gumbaynggirr,Australia,AUS,kgs,Critically endangered,"Kumbainggar, Gumbaingari, Gumbaynggir, Kumbaingeri, Gambalamam, Baanbay",,40,,-30.3349,152.8198,
2553,Maremgi,Indonesia,IDN,mrx,Definitely endangered,,,40,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-2.2571,139.5455,Irian Jaya
858,Mono (Western),United States of America,USA,mnr,Critically endangered,"Monachi, Western Mono",,40,Golla et al. ms.,37.0943,-119.4999,"Western Mono is spoken in North Fork, Auberry, Tollhouse, and Dunlop, California."
2382,Southern Tutchone,Canada,CAN,tce,Critically endangered,,,40,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",60.7796,-137.4983,Spread over 4 communities in Canada
845,Tipai (United States of America),United States of America,USA,dih,Severely endangered,"Diegueño, Kumeyaay, Kumiai",,40,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World's Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",32.6049,-116.4678,"Kumeyaay is spoken in several locations in central and southern San Diego County, the most important of these being Campo.  "
501,Tofa,Russian Federation,RUS,kim,Critically endangered,Karagas,,40,"В. И. Рассадин: Тофаларский язык. — Языки народов России: Красная книга. Москва: Academia, 2002. 182-190. | В. И. Рассадин: Тофаларский язык. — Языки мира: Тюркские языки. Москва: Индрик, 1997. 372–383. | В. И. Рассадин: Тофаларский язык http://lingsib.unesco.ru/ru/languages/tofa.shtml.htm",53.7324,98.2589,"the villages of Alygdzher, Nerkha and Verkhnyaya Gutara in Nizhneudinsk County in Irkutsk Province"
505,Udege,Russian Federation,RUS,ude,Critically endangered,Udeghe; Udihe,,40,"О. П. Суник: Удэгейский язык. — Языки мира: Монгольские языки; Тунгусо-маньчжурские языки; Японский язык; Корейский язык. Москва: Индрик, 1997. | А. Х. Гирфанова: Удэгейский язык http://lingsib.unesco.ru/ru/languages/udeghe.shtml.htm",47.6209,136.0903,"mainly concentrated in four villages: Krasnyy Yar in Pozharskoye County and Agzu in Terney County in Maritime (Primor’ye) Region, and Gvasyugi in the County of Lazo and Arsen’yevo (Rassvet) in Nanay County in Khabarovsk Region"
2579,Yoki,Indonesia,IDN,wor,Severely endangered,,,40,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-1.5893,137.9127,Irian Jaya
1652,Noy,Chad,TCD,noy,Critically endangered,,,36,Ethnologue,8.9312,17.8829,
467,Chulym Turk,Russian Federation,RUS,clw,Critically endangered,Chulym Tatar; Middle Chulym language,,35,"Р. М. Бирюкович: Чулымско-тюркский язык. — Языки мира: Тюркские языки. Москва: Индрик, 1997. 491–497. | Д. А. Функ: Чулымский язык http://lingsib.unesco.ru/ru/languages/chulym.shtml.htm",57.3354,88.1542,Tegul’det County in Tomsk Province and Tyukhtet County in Krasnoyarsk Region; Lower Chulym language refers to a sub-dialect of Siberian Tatar
2538,Kapori,Indonesia,IDN,khp,Critically endangered,,,35,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-3.4,139.7,Irian Jaya
1367,Kaqchikel (Mexico),Mexico,MEX,,Critically endangered,Kaqchiquel,,35,"Census 2000, information provided by INALI
Complementary information provided by contributor H. Antonio García Zúñiga",19.4044,-90.0604,"Locality of Quetzal-Edzná in Municipality of Campeche, municipality of Champotón in the state of Campeche; locality of Kuchumatán in Municipality of Othón P. Blanco in the state of Quintana Roo"
766,Menominee,United States of America,USA,mez,Critically endangered,Menomini,,35,"Golla et al. ms

",44.9356,-88.6144,
1945,Quechua of Pacaraos,Peru,PER,qvp,Critically endangered,Paqraw kichwa.,,35,,-11.2538,-76.8054,"Pacaraos, in the upper Chancay valley, province of Huaral, department of Lima"
2129,Turaka,Papua New Guinea,PNG,trh,Critically endangered,,,35,Grimes 2000,-9.796,149.447,Milne Bay Province
576,Barasana (Brazil),Brazil,BRA,bsn,Severely endangered,"Barasano, Pãnerã, Hanera, Panenoá",,34,"Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil) 
www.socioambiental.org",0.7909,-68.6425,"Indigenous lands Alto Rio Negro, north-western Amazonas State - Brazil"
2097,Bilakura,Papua New Guinea,PNG,bql,Critically endangered,,,34,Grimes 2000,-4.9404,145.5303,Madang Province
1808,Macuna (Brazil),Brazil,BRA,myy,Vulnerable,"Macuna, Yeba-masã",,32,"Databank Moore, 200/8.",1.1395,-67.7636,
1364,Jarawa,India,IND,ang,Critically endangered,,,31,,12.6028,92.752,South Andaman Island
2111,Kowaki,Papua New Guinea,PNG,"xss, zko",Critically endangered,,,31,Grimes 2000,-4.6079,145.4067,Madang
548,Kri,Lao People's Democratic Republic,LAO,,Severely endangered,,,31,,18.25,105,
2115,Mawak,Papua New Guinea,PNG,mjj,Critically endangered,,,31,Grimes 2000,-4.5819,145.3079,Madang
2212,Alabat Island Agta,Philippines,PHL,dul,Critically endangered,,,30,,14.1209,122.0282,
2328,Amahai,Indonesia,IDN,amq,Critically endangered,,,30,Grimes 2000,-3.3352,128.9314,Maluku
169,Bardi,Australia,AUS,bcj,Severely endangered,,,30,,-16.9307,122.871,
867,Cahuilla,United States of America,USA,chl,Critically endangered,,,30,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World's Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",33.5404,-116.7436,"Heritage language of several small tribes in the inland area of southern California, including people at  Morongo, Agua Caliente (Palm Springs), Cabazon, Augustine, Torres-Martinez, Santa Rosa, Cahuilla, Ramona, and Los Coyotes."
36,Cambap,Cameroon,CMR,twn,Critically endangered,Twendi,,30,Bruce Connell 2007,6.4872,11.802,
289,Carijona,Colombia,COL,cbd,Critically endangered,"Karihona, Hianacoto-Umaua",,30,"Arango and Ochoa, 'Los pueblos indígenas de Colombia' (2004)
Moore, in Brenzinger 'Language Diversity Endangered' (2007)",-1.2743,-70.1147,"Originally on the Yari river (Caquetá), now in Vaupés en Amazonas (near Brazilian border) "
2442,Chintaw,China,CHN,xia,Critically endangered,Xiandao,,30,Bradley 2007,24.9263,98.2414,
693,Comox/Sliammon,Canada,CAN,coo,Critically endangered,,,30,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",49.6795,-124.9542,Spread over 3 communities in Canada
1616,Djeoromitxi,Brazil,BRA,jbt,Severely endangered,"Jeoromitxi, Jabuti",,30,"Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil)",-12.05,-64.6655,
2530,Duriankere,Indonesia,IDN,dbn,Critically endangered,"Esaro, Sailen",,30,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-1.3896,130.9247,Irian Jaya
1635,Goundo,Chad,TCD,goy,Critically endangered,,,30,Ethnologue,9.4761,16.2652,
2110,Kawucha,Papua New Guinea,PNG,,Critically endangered,,,30,Grimes 2000,-6.9373,146.1621,Morobe
2547,Kwerisa,Indonesia,IDN,kkb,Critically endangered,Taogwe,,30,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-2.9759,138.153,Irian Jaya
1464,Mono (Eastern),United States of America,USA,mnr,Critically endangered,"Monachi, Eastern Mono, Owens Valley Paiute",,30,Golla et al. ms.,37.3674,-118.3953,"Eastern Mono  is spoken in the Owens Valley communities of Bishop, Big Pine, Lone Pine, and Fort Independence."
220,Ngalkbun,Australia,AUS,ngk,Severely endangered,"Ngalkbon, Dalabon, Buin, Boun, Buan, Bouin, Buwan, Gundangbon, Ngalabon, Nalabon, Dangbon",,30,,-13.5178,134.6264,
2267,Punan Batu,Malaysia,MYS,pnm,Critically endangered,,,30,"Grimes 2000, Wurm 2007",2.6021,114,"Sarawak, Malaysia"
1892,Rama,Nicaragua,NIC,,Critically endangered,,,30,Recent article by Danilo Salamanca,11.8847,-83.7995,Rama Cay Isle and other localities south of Río Escondido
1260,Sia Pedee,Ecuador,ECU,sja,Critically endangered,"Epera pedede, Sia, Tachi Pedee [""our language""].
",,30,"- Gordon, Raymond (Editor) 2005. Ethnologue. Languages of the World. Dallas, Texas: SIL International
- Gómez, Jorge. (2005) Santa Rosa de los Epera (unpublished survey) 
- www.inec.gov.ec (Download: December, 2007)
- www.ethnologue.com (ISO code for Embera language in Colombia)

",0.9887,-79.1674,"The Epera people in Ecuador are mainly located in Santa Rosa de los Epera, in the Borbon parish, which corresponds to the Eloy Alfaro county, in the province of Esmeraldas (Northwestern coasta region of Ecuador)"
2156,Ske,Vanuatu,VUT,,Severely endangered,Seke,,30,"Tryon 1976, fieldnotes",-15.9085,168.1924,Pentecost
821,Valley Yokuts,United States of America,USA,yok,Severely endangered,"Three named dialects, Chukchansi, Yowlumne (Yawelmani), and Tachi.",,30,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",36.0582,-119.5241,"Yowlumne (Yawelmani) on the Tule River Reservation, Chukchansi at the Picayune and Table Mountain Rancherias in the foothills northeast of Fresno, and Tachi at the Santa Rosa Rancheria near Lemoore, CA.  "
240,Warnman,Australia,AUS,wbt,Severely endangered,"Wanman, Nanidjara, Nyaani.",,30,,-22.9786,122.7832,
246,Wik Ngencherr,Australia,AUS,wua,Severely endangered,"Wik Ngenchera, Wik Nganychara, Ngandjara, Nantjara, Ngantjeri, Wik-Nantjara, Wik Njinturawik-Nganhcara.  Dialects: Related to Wikngathara (Wikalkan).",,30,,-14.0939,141.8554,
247,Wiradjuri,Australia,AUS,wrh,Critically endangered,"Wiradhuri, Wiradhurri, Berrembeel, Warandgeri, Werogery, Wiiratheri, Wira-Athoree, Wiraduri, Wirajeree, Wirashuri, Wiratheri, Wirracharee, Wiraidyuri, Wirrai'yarrai, Wooragurie, Wordjerg",,30,,-34.5608,147.041,
698,Malinaltepec Tlapanec,Mexico,MEX,tll,Vulnerable,"Tlapanec of the central lowlands, Tlapaneco central bajo",,29,Census 2000 and information provided by INALI,17.2451,-98.6717,Municipalities of Malinaltepec and San Luis Acatlán in the state of Guerrero
144,Ahtna,United States of America,USA,aht,Critically endangered,"Ahtena, Atna",,25,Krauss 2007,62.7547,-144.3164,
2140,Bieria,Vanuatu,VUT,brj,Critically endangered,,,25,Lynch & Crowley 2001,-16.8045,168.2446,Epi
894,Caddo,United States of America,USA,cad,Critically endangered,,,25,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",35.0985,-98.2603,"In Caddo County, Oklahoma, in the vicinity of Anadarko and Binger."
803,Columbian,United States of America,USA,col,Critically endangered,,,25,"2008 North America. Atlas of the world's languages, ed. by Chris Morsely and Ron Asher. London: Routledge. [Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, Mauricio Mixco].",48.1764,-119.0523,Speakers live on or near the Colville Reservation in Washington.
727,Iquito,Peru,PER,iqu,Critically endangered,,,25,,-3.6449,-74.1577,"Departamento de  Loreto,  Provincia de  Maynas, distrito de  Alto Nanay, aldea de  San Antonio de Pintoyaco"
619,Kwazá,Brazil,BRA,xwa,Critically endangered,"Coaiá, Koaiá, Kwazá",,25,"Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil)
",-12.651,-60.4138,
208,Marrithiyel,Australia,AUS,mfr,Critically endangered,"Marithiel, Maridhiyel, Marithiyel, Marrithiyel, Maridhiel, ""Brinken"", ""Bringen"", Berringen.",,25,,-13.806,130.0451,
2554,Massep,Indonesia,IDN,mvs,Critically endangered,,,25,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-1.7575,138.3178,Irian Jaya
